timestamp,source_region,destination_region,avg_latency_ms,min_latency_ms,max_latency_ms,packet_loss_percent,jitter_ms,throughput_mbps,retransmissions
2026-09-10T15:20:30.905950,us-west-2,us-east-1,55.078,55.019,55.516,0.0,0.102,504.0,0
2026-09-10T15:30:31.813528,us-west-2,us-east-1,55.496,55.02,61.003,0.0,1.369,266.0,1012
2026-09-10T15:40:31.655412,us-west-2,us-east-1,55.079,55.033,55.151,0.0,0.033,272.0,1931
2026-09-10T15:50:31.491195,us-west-2,us-east-1,55.114,55.019,56.365,0.0,0.287,484.0,0
2026-09-10T16:00:31.276645,us-west-2,us-east-1,55.225,55.018,58.154,0.0,0.674,460.0,0
2026-09-10T16:10:31.231111,us-west-2,us-east-1,62.54,61.831,74.798,0.0,2.814,501.0,942
2026-09-10T16:20:30.860021,us-west-2,us-east-1,55.117,55.03,56.118,0.0,0.23,406.0,959
2026-09-10T16:30:31.809442,us-west-2,us-east-1,55.26,55.031,58.98,0.0,0.853,469.0,409
2026-09-10T16:40:31.689502,us-west-2,us-east-1,59.079,58.492,69.068,0.0,2.291,531.0,0
2026-09-10T16:50:31.475589,us-west-2,us-east-1,58.778,58.498,62.861,0.0,0.937,519.0,242
2026-09-10T17:00:31.210393,us-west-2,us-east-1,55.159,55.016,56.226,0.0,0.3,475.0,71
2026-09-10T17:10:30.868811,us-west-2,us-east-1,55.247,55.016,58.861,0.0,0.829,436.0,356
2026-09-10T17:20:31.593966,us-west-2,us-east-1,55.654,55.007,66.871,0.0,2.573,329.0,1853
2026-09-10T17:30:31.372336,us-west-2,us-east-1,55.062,54.995,55.238,0.0,0.047,427.0,1031
2026-09-10T17:40:31.005972,us-west-2,us-east-1,55.067,55.025,55.274,0.0,0.053,381.0,339
2026-09-10T17:50:30.560448,us-west-2,us-east-1,56.93,55.015,92.573,0.0,8.176,243.0,603
2026-09-10T18:00:31.258223,us-west-2,us-east-1,55.392,55.013,61.709,0.0,1.449,232.0,1780
2026-09-10T18:10:30.950270,us-west-2,us-east-1,55.229,55.026,57.813,0.0,0.604,527.0,89
2026-09-10T18:20:30.538578,us-west-2,us-east-1,55.219,55.007,58.088,0.0,0.659,314.0,449
2026-09-10T18:30:31.391542,us-west-2,us-east-1,55.047,55.025,55.082,0.0,0.016,467.0,32
2026-09-10T18:40:31.016672,us-west-2,us-east-1,55.428,54.998,62.649,0.0,1.656,473.0,91
2026-09-10T18:50:30.544630,us-west-2,us-east-1,55.212,55.012,57.919,0.0,0.627,514.0,0
2026-09-10T19:00:31.596450,us-west-2,us-east-1,55.108,55.001,55.489,0.0,0.107,192.0,750
2026-09-10T19:10:31.354284,us-west-2,us-east-1,59.119,58.454,70.535,0.0,2.619,269.0,2026
2026-09-10T19:20:31.125571,us-west-2,us-east-1,55.038,54.917,55.693,0.0,0.156,309.0,1319
2026-09-10T19:30:31.004250,us-west-2,us-east-1,58.676,58.5,61.148,0.0,0.569,468.0,79
2026-09-10T19:40:30.570091,us-west-2,us-east-1,58.975,58.474,67.091,0.0,1.867,525.0,79
2026-09-10T19:50:31.659710,us-west-2,us-east-1,54.981,54.934,55.109,0.0,0.045,525.0,45
2026-09-10T20:00:31.341240,us-west-2,us-east-1,55.13,54.97,56.752,0.0,0.385,314.0,1331
2026-09-10T20:10:30.966442,us-west-2,us-east-1,55.15,55.022,56.749,0.0,0.368,265.0,1528
2026-09-10T20:20:30.556724,us-west-2,us-east-1,55.122,55.03,56.44,0.0,0.303,357.0,461
2026-09-10T20:30:31.479264,us-west-2,us-east-1,55.205,55.008,57.797,0.0,0.597,498.0,4
2026-09-10T20:40:31.330503,us-west-2,us-east-1,55.116,55.011,56.031,0.0,0.213,479.0,384
2026-09-10T20:50:30.901544,us-west-2,us-east-1,55.071,55.027,55.131,0.0,0.034,405.0,2818
2026-09-10T21:00:31.773515,us-west-2,us-east-1,55.277,54.988,57.984,0.0,0.66,498.0,274
2026-09-10T21:10:31.559084,us-west-2,us-east-1,55.067,55.024,55.243,0.0,0.049,401.0,166
2026-09-10T21:20:31.342744,us-west-2,us-east-1,55.325,55.018,60.447,0.0,1.175,510.0,59
2026-09-10T21:30:31.195862,us-west-2,us-east-1,56.511,55.03,83.164,0.0,6.118,222.0,1342
2026-09-10T21:40:30.789582,us-west-2,us-east-1,55.147,54.96,56.987,0.0,0.452,275.0,246
2026-09-10T21:50:31.685935,us-west-2,us-east-1,55.022,54.966,55.123,0.0,0.031,311.0,191
2026-09-10T22:00:31.616331,us-west-2,us-east-1,56.471,54.952,78.62,0.0,5.138,529.0,0
2026-09-10T22:10:31.391910,us-west-2,us-east-1,55.001,54.947,55.082,0.0,0.04,525.0,0
2026-09-10T22:20:31.149414,us-west-2,us-east-1,55.73,54.982,68.37,0.0,2.902,241.0,2695
2026-09-10T22:30:30.849493,us-west-2,us-east-1,55.577,54.985,61.16,0.0,1.591,295.0,1600
2026-09-10T22:40:31.571531,us-west-2,us-east-1,55.125,54.986,56.968,0.0,0.424,452.0,681
2026-09-10T22:50:31.309833,us-west-2,us-east-1,55.032,54.968,55.399,0.0,0.09,462.0,384
2026-09-10T23:00:31.282367,us-west-2,us-east-1,55.218,54.981,56.876,0.0,0.475,316.0,418
2026-09-10T23:10:30.895174,us-west-2,us-east-1,55.063,54.981,55.66,0.0,0.141,449.0,74
2026-09-10T23:20:31.698411,us-west-2,us-east-1,55.019,54.981,55.117,0.0,0.035,346.0,2631
2026-09-10T23:30:31.342315,us-west-2,us-east-1,55.028,54.978,55.233,0.0,0.054,412.0,644
2026-09-10T23:40:31.143958,us-west-2,us-east-1,55.022,54.966,55.199,0.0,0.053,241.0,3061
2026-09-10T23:50:30.843667,us-west-2,us-east-1,55.007,54.962,55.088,0.0,0.032,480.0,480
2026-09-11T00:00:31.979301,us-west-2,us-east-1,55.032,54.959,55.187,0.0,0.054,378.0,434
2026-09-11T00:10:31.589487,us-west-2,us-east-1,55.022,54.974,55.123,0.0,0.035,372.0,1707
2026-09-11T00:20:31.325126,us-west-2,us-east-1,55.15,54.967,57.744,0.0,0.595,386.0,2460
2026-09-11T00:30:31.078894,us-west-2,us-east-1,55.203,54.976,58.493,0.0,0.755,388.0,779
2026-09-11T00:40:30.854684,us-west-2,us-east-1,55.264,54.981,59.045,0.0,0.895,473.0,518
2026-09-11T00:50:31.790259,us-west-2,us-east-1,55.096,54.954,56.835,0.0,0.4,516.0,439
2026-09-11T01:00:31.791671,us-west-2,us-east-1,59.23,58.523,71.698,0.0,2.86,406.0,191
2026-09-11T01:10:31.620114,us-west-2,us-east-1,55.115,55.065,55.236,0.0,0.04,525.0,0
2026-09-11T01:20:31.450809,us-west-2,us-east-1,55.16,55.082,56.07,0.0,0.209,449.0,1080
2026-09-11T01:30:31.340210,us-west-2,us-east-1,55.201,55.071,56.722,0.0,0.35,411.0,2101
2026-09-11T01:40:31.173290,us-west-2,us-east-1,55.21,55.066,56.804,0.0,0.37,351.0,1427
2026-09-11T01:50:30.765747,us-west-2,us-east-1,55.111,55.026,55.723,0.0,0.146,504.0,50
2026-09-11T02:00:31.619750,us-west-2,us-east-1,55.515,55.062,58.908,0.0,0.983,517.0,187
2026-09-11T02:10:31.482892,us-west-2,us-east-1,55.186,55.131,55.433,0.0,0.066,503.0,2
2026-09-11T02:20:31.320786,us-west-2,us-east-1,55.96,55.124,71.281,0.0,3.514,541.0,44
2026-09-11T02:30:30.997431,us-west-2,us-east-1,59.462,58.518,76.48,0.0,3.904,470.0,60
2026-09-11T02:40:30.545256,us-west-2,us-east-1,58.588,58.486,58.721,0.0,0.064,525.0,196
2026-09-11T02:50:31.261648,us-west-2,us-east-1,58.865,58.497,64.91,0.0,1.387,517.0,434
2026-09-11T03:00:30.991396,us-west-2,us-east-1,58.831,58.472,60.668,0.0,0.626,512.0,142
2026-09-11T03:10:30.534790,us-west-2,us-east-1,58.562,58.511,58.688,0.0,0.05,387.0,1735
2026-09-11T03:20:31.351761,us-west-2,us-east-1,58.872,58.485,64.575,0.0,1.309,514.0,222
2026-09-11T03:30:31.285302,us-west-2,us-east-1,59.184,58.493,65.288,0.0,1.959,486.0,0
2026-09-11T03:40:31.022450,us-west-2,us-east-1,59.852,58.496,84.486,0.0,5.651,476.0,235
2026-09-11T03:50:30.572438,us-west-2,us-east-1,59.458,58.486,76.364,0.0,3.879,472.0,0
2026-09-11T04:00:31.290049,us-west-2,us-east-1,59.694,58.446,81.007,0.0,4.894,390.0,1373
2026-09-11T04:10:30.947405,us-west-2,us-east-1,60.203,58.491,91.845,0.0,7.259,495.0,0
2026-09-11T04:20:30.622790,us-west-2,us-east-1,58.554,58.487,58.631,0.0,0.035,521.0,50
2026-09-11T04:30:31.621158,us-west-2,us-east-1,55.099,54.645,62.803,0.0,1.767,524.0,81
2026-09-11T04:40:31.596049,us-west-2,us-east-1,55.536,54.661,71.555,0.0,3.675,503.0,0
2026-09-11T04:50:31.540519,us-west-2,us-east-1,54.71,54.637,54.883,0.0,0.072,472.0,0
2026-09-11T05:00:31.413209,us-west-2,us-east-1,54.928,54.706,56.755,0.0,0.536,516.0,0
2026-09-11T05:10:31.087077,us-west-2,us-east-1,59.32,58.469,74.564,0.0,3.497,490.0,0
2026-09-11T05:20:30.874022,us-west-2,us-east-1,58.655,58.465,61.38,0.0,0.626,484.0,170
2026-09-11T05:30:31.784511,us-west-2,us-east-1,58.554,58.45,59.195,0.0,0.154,531.0,9
2026-09-11T05:40:31.791667,us-west-2,us-east-1,55.606,54.719,71.23,0.0,3.584,483.0,141
2026-09-11T05:50:31.670758,us-west-2,us-east-1,54.718,54.663,54.825,0.0,0.043,525.0,15
2026-09-11T06:00:31.527679,us-west-2,us-east-1,62.015,61.815,63.195,0.0,0.392,513.0,66
2026-09-11T06:10:31.345542,us-west-2,us-east-1,62.151,61.854,66.495,0.0,0.997,449.0,767
2026-09-11T06:20:31.224238,us-west-2,us-east-1,59.3,58.522,73.448,0.0,3.245,448.0,697
2026-09-11T06:30:31.142634,us-west-2,us-east-1,58.538,58.463,58.685,0.0,0.054,354.0,653
2026-09-11T06:40:30.815051,us-west-2,us-east-1,58.489,58.446,58.568,0.0,0.033,267.0,2449
2026-09-11T06:50:31.696579,us-west-2,us-east-1,55.107,55.059,55.184,0.0,0.034,302.0,346
2026-09-11T07:00:31.652926,us-west-2,us-east-1,58.513,58.462,58.608,0.0,0.043,303.0,683
2026-09-11T07:10:31.446114,us-west-2,us-east-1,58.505,58.44,59.107,0.0,0.14,527.0,127
2026-09-11T07:20:31.276897,us-west-2,us-east-1,59.386,58.453,76.253,0.0,3.869,363.0,432
2026-09-11T07:30:31.257275,us-west-2,us-east-1,59.12,58.46,70.596,0.0,2.632,428.0,1100
2026-09-11T07:40:30.950526,us-west-2,us-east-1,55.055,54.96,56.259,0.0,0.276,338.0,920
2026-09-11T07:50:31.812168,us-west-2,us-east-1,54.749,54.695,54.862,0.0,0.045,517.0,58
2026-09-11T08:00:31.676204,us-west-2,us-east-1,54.826,54.681,55.945,0.0,0.266,490.0,0
2026-09-11T08:10:31.487035,us-west-2,us-east-1,55.264,55.044,58.304,0.0,0.697,220.0,1716
2026-09-11T08:20:31.352329,us-west-2,us-east-1,55.282,55.116,57.76,0.0,0.569,369.0,2019
2026-09-11T08:30:31.347431,us-west-2,us-east-1,55.654,54.953,68.258,0.0,2.891,460.0,123
2026-09-11T08:40:31.115727,us-west-2,us-east-1,55.098,54.935,57.643,0.0,0.584,482.0,27
2026-09-11T08:50:30.712548,us-west-2,us-east-1,55.281,54.948,60.58,0.0,1.216,507.0,0
2026-09-11T09:00:31.529056,us-west-2,us-east-1,55.022,54.965,55.166,0.0,0.048,388.0,368
2026-09-11T09:10:31.398299,us-west-2,us-east-1,55.24,54.994,58.847,0.0,0.829,520.0,0
2026-09-11T09:20:31.200149,us-west-2,us-east-1,55.045,54.991,55.399,0.0,0.087,315.0,127
2026-09-11T09:30:30.833966,us-west-2,us-east-1,58.552,58.505,58.639,0.0,0.029,368.0,581
2026-09-11T09:40:31.741587,us-west-2,us-east-1,58.498,58.454,58.582,0.0,0.034,456.0,651
2026-09-11T09:50:31.505096,us-west-2,us-east-1,58.561,58.45,59.706,0.0,0.266,362.0,426
2026-09-11T10:00:31.270980,us-west-2,us-east-1,61.085,58.452,83.95,0.0,6.775,254.0,1530
2026-09-11T10:10:30.936441,us-west-2,us-east-1,58.519,58.442,59.226,0.0,0.169,475.0,39
2026-09-11T10:20:30.551201,us-west-2,us-east-1,58.694,58.466,60.629,0.0,0.598,511.0,156
2026-09-11T10:30:31.318188,us-west-2,us-east-1,58.574,58.472,59.88,0.0,0.3,450.0,110
2026-09-11T10:40:30.990158,us-west-2,us-east-1,55.327,54.962,61.485,0.0,1.412,256.0,1936
2026-09-11T10:50:30.544493,us-west-2,us-east-1,58.582,58.46,59.627,0.0,0.249,413.0,959
2026-09-11T11:00:31.380828,us-west-2,us-east-1,60.854,58.461,103.002,0.0,9.68,529.0,49
2026-09-11T11:10:31.180180,us-west-2,us-east-1,62.064,61.822,64.532,0.0,0.663,381.0,2790
2026-09-11T11:20:30.980538,us-west-2,us-east-1,62.188,61.85,68.012,0.0,1.336,488.0,47
2026-09-11T11:30:30.539065,us-west-2,us-east-1,54.836,54.698,56.729,0.0,0.435,420.0,342
2026-09-11T11:40:31.224312,us-west-2,us-east-1,54.662,54.608,54.719,0.0,0.031,410.0,272
2026-09-11T11:50:31.118056,us-west-2,us-east-1,58.54,58.503,58.628,0.0,0.034,470.0,296
2026-09-11T12:00:30.751568,us-west-2,us-east-1,58.553,58.481,58.711,0.0,0.059,394.0,181
2026-09-11T12:10:31.685263,us-west-2,us-east-1,54.925,54.614,59.25,0.0,1.004,202.0,2817
2026-09-11T12:20:31.492823,us-west-2,us-east-1,54.905,54.705,57.844,0.0,0.675,463.0,321
2026-09-11T12:30:31.458765,us-west-2,us-east-1,54.858,54.685,57.508,0.0,0.608,421.0,222
2026-09-11T12:40:31.308674,us-west-2,us-east-1,55.34,54.675,65.86,0.0,2.418,461.0,54
2026-09-11T12:50:30.934383,us-west-2,us-east-1,58.479,58.452,58.541,0.0,0.022,425.0,176
2026-09-11T13:00:31.737399,us-west-2,us-east-1,55.989,55.161,60.125,0.0,1.49,498.0,132
